leadercode,stname,Region,rolecode,professionaltitle,militaryrank,culturaltitle,religioustitle,fullbirthname,popularname,nameone,nametwo,nomdeguerrekunya,alsoknownasaka,confdesc,groupname,altname,revmodcode,gender,yearofbirth,yearofdeath,dead,placeofbirth,leadershipage,dynamicage,entrymethod,powersharing,education,areaofstudy,cat_areaofstudy1,cat_areaofstudy2,educusuk,educwest,married,marriageage,children,religion,family,affiliation,physical,mental,occupation,military,nsmilitary,combat,govpost,exile,studyab,studyab_yr_total,studyab_level,studyab_countries,milab,workab,expabroad,prison,assassin,deathcause,languages,english,polyglot,status,gscholar,year,duration,observation,ldrnum,ldrstwar_month,ldrstwar_year,ldrendwar_month,ldrendwar_year,conflictid,dyadid,actorid,incompatibility,intensitylevel,terrcont,prevactive,rebstrength,strengthcent,k_a,km_a,t_a,tm_a,diaspora,finance,nagtheo,nag_support,islamist,stdcinc,xpolity,rgdppc,ccode,africa,asia,europe,mena,americas,last_dynamicage
32,Chad,Sub-Saharan Africa,71.0,,,,,Acheikh ibn Oumar,Acheikh ibn Oumar,Acheikh,ibn Oumar,,,Chad vs CDR,Democratic Revolutionary Council,"CDR, GUNT",,Male,1951.0,,0.0,"Batha Region, Chad",31.0,36.0,Appointed/Designated,0.0,Obtained Bachelor's,Mathematics,Math,,0.0,1.0,0.0,,0.0,Islam,,1.0,0.0,0.0,Activist,0.0,1.0,1.0,1.0,0.0,1.0,4.0,Bachelor's,France,0.0,0.0,1.0,0.0,0.0,,"Arabic, French",0.0,0.0,Complete,64,1986.0-1987.0,5.0,318,1.0,1.0,1987.0,12.0,1986.0,91.0,664.0,1301.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-3.0,913.0,483.0,1.0,0.0,0.0,0.0,0.0,35.0
33,Russia,Eastern Europe,385.0,,,,,Adbul-Khalim Saydullayev,Adbul-Khalim Saydullayev,Adbul-Khalim,Saydullayev,,,Russia vs ChRI,Chechen Republic of Ichkeria,ChRI,,Male,1967.0,2006.0,1.0,"Argun, Russia (Former USSR)",38.0,38.0,Appointed/Designated,0.0,Finished secondary,,,,0.0,0.0,1.0,,1.0,Islam,1.0,1.0,0.0,0.0,Religion,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,Assassinated by government,"Arabic, Chechen, Russian",0.0,0.0,Complete,37,2005.0-2006.0,15.0,1470,2.0,3.0,2005.0,6.0,2006.0,206.0,348.0,1195.0,0.0,1.0,1.0,1.0,2.0,1.0,21.0,21.0,2.0,2.0,0.0,0.0,0.0,0.0,0,1.0,4.0,13486.0,365.0,0.0,0.0,1.0,0.0,0.0,39.0
34,Yugoslavia,Eastern Europe,488.0,,,,,Adem Jashari,Adem Jashari,Adem,Jashari,,,Yugoslavia vs KLA (UCK),Ushria Çlirimatare Kosovës,Kosovo Liberation Army (KLA),88.0,Male,1955.0,1998.0,1.0,"Village of Donji Prekaz, Drenic Region of Kosovo, Serbia",38.0,43.0,Appointed/Designated,0.0,Finished secondary,,,,0.0,0.0,1.0,999.0,1.0,Islam,0.0,1.0,0.0,0.0,Activist,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,Assassinated by government,Albanian,0.0,0.0,Complete,365,1998.0-1998.0,1.0,1885,1.0,3.0,1998.0,3.0,1998.0,218.0,295.0,1200.0,0.0,2.0,1.0,0.0,2.0,3.0,3.0,3.0,5.0,3.0,1.0,0.0,0.0,1.0,0,0.0,-4.0,6986.0,345.0,0.0,0.0,1.0,0.0,0.0,43.0
35,Somalia,Sub-Saharan Africa,402.0,,,,,Aden Hashi Ayro,Aden Hashi Ayro,Aden,Ayro,Farah,,Somalia vs al-Shabaab,Harakat al-Shabaab al-Mujahedin (HSM),al-Shabaab,43.0,Male,1976.0,2008.0,1.0,,,32.0,Appointed/Designated,1.0,,,,,,,,,,Islam,,1.0,0.0,0.0,,,1.0,1.0,,,,,,,1.0,,,0.0,0.0,Assassinated by external state,,,,Incomplete,323,2008.0-2008.0,1.0,1531,1.0,1.0,2008.0,5.0,2008.0,141.0,770.0,1578.0,1.0,2.0,1.0,1.0,3.0,2.0,16.0,12.0,8.0,6.0,0.0,,1.0,1.0,1,0.0,-3.0,1353.0,520.0,1.0,0.0,0.0,0.0,0.0,32.0
36,Syria,Middle East,444.0,,,,Caliph,Adnan 'Uqla,Adnan 'Uqla,Adnan,Uqla,al-Caliph,,Syria vs Fighting Vanguard,,Fighting Vanguard,,Male,1950.0,1982.0,1.0,"al-Qunaytireh, Syria",30.0,30.0,Seized power,1.0,Obtained Bachelor's,Civil Engineering,Engineering,,0.0,0.0,,,,Islam,0.0,1.0,0.0,0.0,Engineering,1.0,0.0,1.0,0.0,0.0,,,,,,,,0.0,0.0,KIA,Arabic,0.0,0.0,Complete,336,1980.0-1982.0,9.0,1716,2.0,1.0,1980.0,2.0,1982.0,102.0,519.0,1111.0,1.0,2.0,1.0,0.0,2.0,,87.0,80.0,17.0,11.0,0.0,0.0,1.0,1.0,1,0.0,-5.0,2171.0,652.0,0.0,0.0,0.0,1.0,0.0,32.0
37,Nicaragua,Central America,339.0,,,,,Adolfo Calero,Adolfo Calero,Adolfo,Calero,,,Nicaragua vs FDN/Contras,Contras/Fuerza Democrática Nicaragüense (FDN)/Resistencia Nicaragüense (RN),,304.0,Male,1931.0,2012.0,1.0,Nicaragua,52.0,53.0,Seized power,0.0,Obtained Master's,Law,Law,,1.0,1.0,1.0,26.0,1.0,Christianity,0.0,1.0,0.0,0.0,Business/entrepeneurship,0.0,0.0,0.0,0.0,1.0,1.0,7.0,Doctorate,United States of America,1.0,0.0,3.0,0.0,0.0,Disease/natural causes,"Spanish, English",1.0,0.0,Complete,1140,1984.0-1990.0,42.0,1296,2.0,2.0,1984.0,6.0,1990.0,140.0,231.0,1620.0,1.0,2.0,0.0,0.0,2.0,2.0,1040.0,742.0,274.0,123.0,0.0,1.0,0.0,1.0,0,0.0,5.0,2100.0,93.0,0.0,0.0,0.0,0.0,1.0,59.0
38,Democratic Republic of Congo,Sub-Saharan Africa,130.0,,,,,Adolphe Onusumba,Adolphe Onusumba,Adolphe,Onusumba,,,DRC vs RCD,Rally for Congolese Democracy,,,Male,,,,,,,Unclear,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,Incomplete,110,2000.0-2001.0,7.0,500,3.0,10.0,2000.0,12.0,2001.0,86.0,40.0,1270.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,-5.0,203.0,490.0,1.0,0.0,0.0,0.0,0.0,
39,Chad,Sub-Saharan Africa,91.0,,,,,Adoum Yacoub,Adoum Yacoub,Adoum,Yacoub,,,Chad vs PFNR,Popular Front for National Rebirth (FPRN),,,Male,,,,,,,Founded/Co-founded,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Incomplete,33,2010.0-2010.0,1.0,336,1.0,4.0,2010.0,4.0,2010.0,91.0,807.0,1997.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0,0.0,-2.0,1721.0,483.0,1.0,0.0,0.0,0.0,0.0,
40,Mozambique,Sub-Saharan Africa,303.0,,,,,Afonso Dhlakama,Afonso Dhlakama,Afonso,Dhlakama,,,Mozambique vs RENAMO,Mozambique National Resistance Movement (RENAMO),RENAMO,42.0,Male,1953.0,2018.0,1.0,Chiba Bava in Sofala Province,26.0,26.0,Seized power,0.0,Obtained Bachelor's,Business,Business,,0.0,0.0,1.0,27.0,1.0,Christianity,1.0,1.0,0.0,0.0,Career politician,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,Disease/natural causes,"Shona, Portuguese",0.0,0.0,Complete,1100,1979.0-1992.0,133.0,1142,2.0,11.0,1979.0,10.0,1992.0,136.0,99.0,1347.0,1.0,2.0,1.0,0.0,3.0,2.0,1789.0,1433.0,151.0,99.0,1.0,1.0,0.0,1.0,0,0.0,-3.0,307.0,541.0,1.0,0.0,0.0,0.0,0.0,39.0
41,Burundi,Sub-Saharan Africa,56.0,,,,,Agathon Rwasa,Agathon Rwasa,Agathon,Rwasa,,,Burundi vs Palipehutu-FNL,Palipehutu-FNL,,,Male,1964.0,,0.0,"Ngozi Province, Burundi",37.0,37.0,Unclear,0.0,Obtained Bachelor's,Psychology,Science,,0.0,0.0,1.0,,0.0,Christianity,0.0,1.0,0.0,0.0,Activist,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,,Kirundi,0.0,0.0,Complete,314,2001.0-2008.0,68.0,231,2.0,2.0,2001.0,12.0,2008.0,90.0,15.0,1278.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0.0,5.0,576.0,516.0,1.0,0.0,0.0,0.0,0.0,44.0
42,Niger,Sub-Saharan Africa,344.0,,,,,Aghali Alambo,Aghali Alambo,Aghali,Alambo,,,Niger vs MNJ,Niger Movement for Justice,,,Male,1964.0,,,"Iferouane, Niger",43.0,43.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,0.0,,,,,,,,0.0,,,Tamashek,0.0,0.0,Incomplete,50,2007.0-2008.0,3.0,1305,1.0,1.0,2007.0,12.0,2008.0,255.0,749.0,1416.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,,0.0,0.0,0,0.0,5.0,533.0,436.0,1.0,0.0,0.0,0.0,0.0,44.0
43,Djibouti,Sub-Saharan Africa,122.0,,,,,Ahmad Dini Ahmad,Ahmad Dini Ahmad,Ahmad,Ahmad,,,Djibouti vs FRUD,,,,Male,1930.0,2004.0,1.0,"Mabla Mountain Area, North of Obock, Afar, Djibouti",61.0,61.0,Appointed/Designated,0.0,Finished primary,,,,0.0,0.0,,,,Islam,,1.0,0.0,0.0,Career politician,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,0.0,Disease/natural causes,"Afar, Arabic, French",0.0,0.0,Complete,267,1991.0-2000.0,16.0,484,1.0,11.0,1991.0,2.0,2000.0,184.0,43.0,1382.0,1.0,1.0,1.0,1.0,2.0,2.0,60.0,60.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0.0,1.0,1846.0,522.0,1.0,0.0,0.0,0.0,0.0,70.0
44,Iraq,Middle East,241.0,,,,,Ahmad Fadeel al-Nazal al-Khalayleh,Abu Musab al-Zarqawi,Abu Musab,al-Zarqawi,Abu Musab al-Zarqawi,,Iraq vs ISI,al-Tawhid wal-Jihad/Tanzim Qaidat al-Jihad fi Bilad al-Rafidayn/Majlis Shura al-Mujahedin fil-'Iraq,Organization of Monotheism and Jihad/al-Qaeda in Iraq (AQI)/Mujahedin Shura Council (MSC),10.0,Male,1966.0,2006.0,1.0,"Al-Zarqa, Jordan",33.0,38.0,Founded/Co-founded,0.0,Finished primary,,,,0.0,0.0,1.0,23.0,1.0,Islam,0.0,1.0,1.0,0.0,Other,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,1.0,1.0,0.0,Assassinated by external state,"Pushto, Arabic",0.0,0.0,Complete,6150,2004.0-2006.0,4.0,958,1.0,1.0,2004.0,6.0,2006.0,62.0,448.0,1076.0,1.0,2.0,1.0,1.0,1.0,2.0,871.0,698.0,42.0,20.0,0.0,0.0,1.0,0.0,0,0.0,-5.0,3540.0,645.0,0.0,0.0,0.0,1.0,0.0,40.0
45,Afghanistan,Central Asia,15.0,,,,,Ahmad Shah Massoud,Ahmad Shah Massoud,Ahmad,Massoud,Sheyr Panjshir,,Afghanistan vs UIFSA,UIFSA,,,Male,1953.0,2001.0,1.0,"Jangalak Village, Panjshir Province, Afghanistan",43.0,43.0,Appointed/Designated,0.0,Obtained Bachelor's,,Unknown,,0.0,0.0,1.0,35.0,1.0,Islam,1.0,1.0,0.0,0.0,Activist,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,Assassinated by rival group,"Pashto, Dari, Urdu, French",0.0,1.0,Complete,7160,1996.0-2001.0,21.0,81,1.0,10.0,1996.0,9.0,2001.0,137.0,423.0,1147.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0.0,-3.0,702.0,700.0,0.0,1.0,0.0,0.0,0.0,48.0
46,Somalia,Sub-Saharan Africa,403.0,,,,Emir,Ahmed Abdi Godane,Ahmed Abdi Godane,Ahmed,Godane,Mukhtar Abu Zubair,,Somalia vs al-Shabaab,Harakat al-Shabaab al-Mujahedin (HSM),al-Shabaab,43.0,Male,1977.0,2014.0,1.0,"Hargeysa, Somaliland",30.0,31.0,Appointed/Designated,,Finished secondary,,,,0.0,0.0,,,,Islam,,1.0,0.0,0.0,Other,0.0,1.0,1.0,0.0,,1.0,,Bachelor's,"Pakistan, Sudan",1.0,,,1.0,0.0,Assassinated by external state,"Somali, likely Arabic",0.0,0.0,Complete,320,2008.0-2011.0,10.0,1535,2.0,5.0,2008.0,12.0,2011.0,141.0,770.0,1578.0,1.0,2.0,1.0,1.0,3.0,2.0,259.0,230.0,147.0,74.0,0.0,,1.0,1.0,1,0.0,-3.0,1267.0,520.0,1.0,0.0,0.0,0.0,0.0,34.0
47,Algeria,Northern Africa,18.0,,,,,Cherif Gousmi,Ahmed Abu Abdullah,Cherif,Gousmi,Ahmed Abu Abdullah,Sherif Ghousmi; Sharif al-Qawasmi,Algeria vs GIA,Group Islamique Armé (GIA),Armed Islamic Group,34.0,Male,1968.0,1994.0,1.0,,26.0,26.0,Appointed/Designated,0.0,,,,,,,,,,Islam,0.0,1.0,0.0,0.0,Religion,,1.0,1.0,0.0,0.0,,,,,,,,0.0,0.0,Assassinated by government,,,,Incomplete,8990,1994.0-1994.0,2.0,84,3.0,2.0,1994.0,9.0,1994.0,191.0,3.0,1390.0,1.0,1.0,0.0,0.0,1.0,1.0,17.0,5.0,9.0,3.0,1.0,0.0,1.0,1.0,1,0.0,-3.0,3604.0,615.0,0.0,0.0,0.0,1.0,0.0,26.0
48,Sudan,Northern Africa,435.0,,,,,Ahmed Diraige,Ahmed Diraige,Ahmed,Diraige,,,Sudan vs NRF,National Redemption Front,NRF,,Male,1935.0,,0.0,Sudan,71.0,71.0,Elected,0.0,Finished secondary,,,,0.0,0.0,0.0,,0.0,Islam,1.0,1.0,0.0,0.0,Career politician,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,,0.0,1.0,2.0,1.0,0.0,,"Fur, English",1.0,0.0,Complete,133,2006.0-2006.0,1.0,1672,1.0,7.0,2006.0,12.0,2006.0,113.0,630.0,1317.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-2.0,2135.0,625.0,0.0,0.0,0.0,1.0,0.0,71.0
49,Israel,Middle East,258.0,,,,,Ahmed Jibril,Ahmed Jibril,Ahmed,Jibril,,,Israel vs PFLP-GC,al-Jabha al-Sha'biyye li-Tahrir Filastin-al-Qaedat al-'Aama,Popular Front for the Liberation of Palestine-General Command (PFLP-GC),151.0,Male,1938.0,,0.0,"Yazur, British Mandatory Palestine",30.0,51.0,Founded/Co-founded,0.0,Obtained Bachelor's,Military Studies,Military,,0.0,0.0,1.0,,1.0,Islam,0.0,1.0,0.0,0.0,Military,1.0,1.0,,0.0,0.0,1.0,4.0,Bachelor's,Egypt,1.0,1.0,3.0,1.0,0.0,,Arabic,0.0,0.0,Complete,2340,1989.0-1989.0,1.0,1024,1.0,1.0,1989.0,12.0,1989.0,37.0,428.0,1048.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,17591.0,666.0,0.0,0.0,0.0,1.0,0.0,51.0
50,Tunisia,Northern Africa,452.0,,,,,Ahmed Mergheni,Ahmed Mergheni,Ahmed,Mergheni,,,Tunisia vs RAT,"Tunisian Armed Resistance, Résistance Armée Tunisienne",,,Male,1941.0,,,Zarzis in the South-East of Tunisia,38.0,39.0,Appointed/Designated,0.0,Finished primary,,,,0.0,0.0,0.0,,0.0,Islam,,1.0,0.0,0.0,Laborer,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,1.0,0.0,,"Arabic, French",0.0,0.0,Complete,7,1980.0-1980.0,1.0,1738,1.0,1.0,1980.0,1.0,1980.0,148.0,551.0,1362.0,1.0,1.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-5.0,3935.0,616.0,0.0,0.0,0.0,1.0,0.0,39.0
51,Somalia,Sub-Saharan Africa,410.0,,,,,Ahmed Mohamed Silanyo,Ahmed Silanyo,Ahmed,Silanyo,,,Somalia vs SNM,Somali National Movement,,,Male,1936.0,,0.0,"Dheryelay, Somalia",48.0,48.0,Elected,0.0,Obtained Master's,Economics,Economics,,1.0,1.0,1.0,32.0,1.0,Islam,0.0,1.0,0.0,0.0,Career politician,0.0,0.0,0.0,1.0,1.0,1.0,7.0,Master's,United Kingdom,0.0,0.0,2.0,0.0,0.0,,"Somali, Arabic",0.0,0.0,Complete,159,1984.0-1990.0,35.0,1553,3.0,8.0,1984.0,4.0,1990.0,141.0,207.0,1350.0,1.0,2.0,1.0,0.0,2.0,3.0,30.0,30.0,4.0,3.0,0.0,1.0,0.0,1.0,0,0.0,-3.0,1496.0,520.0,1.0,0.0,0.0,0.0,0.0,54.0
52,Ethiopia,Sub-Saharan Africa,141.0,,,,,Ahmed Nasser,Ahmed Nasser,Ahmed,Nasser,,,Ethiopia vs ELF,Eritrean Liberation Front,,110.0,Male,1946.0,2014.0,1.0,"Ayromale, Plains of Dioot of Eastern Akkele-Guzai, Eritrea",29.0,29.0,Elected,0.0,Obtained Bachelor's,"Military Studies, Specialization Artillery ",Military,,0.0,0.0,,,1.0,Islam,,1.0,0.0,0.0,Activist,0.0,1.0,1.0,0.0,,1.0,4.0,Bachelor's,Iraq,1.0,,,0.0,0.0,Disease/natural causes,"Saho, Tigre, Tigrinya, Arabic, English, Amharic",1.0,1.0,Complete,5670,1975.0-1980.0,21.0,544,2.0,1.0,1975.0,12.0,1980.0,78.0,667.0,1260.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0,0.0,-3.0,631.0,530.0,1.0,0.0,0.0,0.0,0.0,34.0
53,Somalia,Sub-Saharan Africa,412.0,,,,,Ahmed Omar Jess,Ahmed Jess,Ahmed,Jess,,,Somalia vs SPM,,,,Male,,,,,,,Founded/Co-founded,0.0,,,,,,,,,,,,,,,Military,1.0,,1.0,,,,,,,,,,,,,,,,Incomplete,926,1989.0-1991.0,6.0,1557,1.0,1.0,1989.0,12.0,1991.0,141.0,208.0,1351.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,-3.0,1392.0,520.0,1.0,0.0,0.0,0.0,0.0,
54,Israel,Middle East,255.0,Secretary General,Secretary General,,,Ahmed Sa'adat,Ahmed Sa'adat,Ahmed,Sa'adat,Abu Ghassan,,Israel vs PFLP,al-Jabha al-Sha'biyye li-Tahrir Filastin/PFLP Special Operations Group,Popular Front for the Liberation of Palestine (PFLP),49.0,Male,1953.0,,0.0,"Al-Bireh, Jordanian-Controlled West Bank",48.0,48.0,Elected,0.0,Obtained Bachelor's,Mathematics,Math,,0.0,0.0,1.0,28.0,1.0,Islam,0.0,1.0,1.0,0.0,Education,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,,Arabic,0.0,0.0,Complete,12600,2001.0-2001.0,1.0,1021,2.0,8.0,2001.0,12.0,2001.0,37.0,419.0,1047.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,8.0,5.0,0.0,0.0,0.0,1.0,0,0.0,6.0,26328.0,666.0,0.0,0.0,0.0,1.0,0.0,48.0
56,Israel,Middle East,250.0,,,Sheik,,Ahmed Ismail Hassan Yassin,Ahmed Yassin,Ahmed,Yassin,,,Israel vs Hamas,Harakat al-Muqawama al-Islamiyya (HAMAS),Islamic Resistance Movement (Hamas),531.0,Male,1936.0,2004.0,1.0,"Al-Jura, Gaza, Mandatory Palestine",51.0,57.0,Founded/Co-founded,0.0,Finished secondary,Islamic Studies,Religion,,0.0,0.0,1.0,,1.0,Islam,0.0,1.0,1.0,0.0,Education,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Bachelor's,Egypt,0.0,0.0,1.0,1.0,0.0,Assassinated by government,Arabic,0.0,0.0,Complete,10200,1993.0-2004.0,13.0,2002,1.0,9.0,1993.0,3.0,2004.0,37.0,381.0,1051.0,0.0,1.0,0.0,1.0,1.0,2.0,422.0,354.0,100.0,88.0,0.0,0.0,1.0,1.0,1,0.0,6.0,23810.0,666.0,0.0,0.0,0.0,1.0,0.0,68.0
57,Philippines,South-Eastern Asia,375.0,Chief Minister,,,,Ahod Balawag Ebrahim,al-Hajj Murad Ibrahim,Murad,Ibrahim,al-Hajj Murad Ibrahim,,Philippines vs MILF,Moro Islamic Liberation Front (MILF)/The New Leadership,MILF,510.0,Male,1948.0,,0.0,"Western Mindanao Province of Maguindanao, Philippines",54.0,55.0,Appointed/Designated,0.0,Finished secondary,Koran,Religion,,0.0,0.0,1.0,27.0,1.0,Islam,0.0,1.0,0.0,0.0,Activist,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,,"Maguindano, English",1.0,0.0,Complete,422,2003.0-2012.0,126.0,1426,2.0,7.0,2003.0,10.0,2012.0,112.0,242.0,1118.0,0.0,1.0,0.0,1.0,2.0,2.0,244.0,226.0,148.0,95.0,0.0,1.0,1.0,0.0,1,0.0,6.0,3487.0,840.0,0.0,1.0,0.0,0.0,0.0,64.0
58,Chad,Sub-Saharan Africa,79.0,,,,,Alarit Bachar,Alarit Bachar,Alarit,Bachar,,,Chad vs FNT,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,0,1992.0-1994.0,6.0,315,1.0,12.0,1992.0,10.0,1994.0,91.0,24.0,1296.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-2.0,1017.0,483.0,1.0,0.0,0.0,0.0,0.0,
59,Russia,Eastern Europe,390.0,,,,,Aleksandr Rutskoi,Aleksandr Rutskoi,Aleksandr,Rutskoi,,,Russia vs Parliamentary Forces,,,,Male,1947.0,,0.0,"Khmelnitsky, Ukraine (Former USSR)",46.0,46.0,Appointed/Designated,0.0,Obtained Doctorate,Military Science,Military,,0.0,0.0,1.0,,1.0,Christianity,0.0,1.0,0.0,0.0,Military,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,Russian,0.0,0.0,Complete,1400,1993.0-1993.0,1.0,1484,1.0,10.0,1993.0,10.0,1993.0,204.0,350.0,1194.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0,13066.0,365.0,0.0,0.0,1.0,0.0,0.0,46.0
60,Indonesia,South-Eastern Asia,219.0,,Defense Minister,,,Alex Donald Derey,Alex Derey,Alex,Derey,,,Indonesia vs OPM,Organisasi Papua Merdeka (OPM)/West Papua National Liberation Army (TPN),Free Papua Movement,146.0,Male,1949.0,2014.0,1.0,,,32.0,Unclear,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,,Disease/natural causes,"Papuan, Bahasa Indonesia",0.0,0.0,Incomplete,237,1981.0-1981.0,6.0,890,5.0,12.0,1981.0,12.0,1981.0,94.0,498.0,1108.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,-4.0,1989.0,850.0,0.0,1.0,0.0,0.0,0.0,32.0
61,Colombia,South America,104.0,,,,,Guillermo León Sáenz Vargas,Alfonso Cano,Alfonso,Cano,Alfonso Cano,,Colombia vs FARC,Fuerzas Armadas Revolucionares de Colombia (FARC)/Manuel Marulanda faction of Partido Comunista Colombiano,FARC,528.0,Male,1948.0,2011.0,1.0,"Bogota, Colombia",60.0,60.0,Appointed/Designated,0.0,Finished secondary,,,,0.0,0.0,1.0,,1.0,Christianity,0.0,1.0,0.0,0.0,Activist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,KIA,Spanish,0.0,0.0,Complete,19100,2008.0-2011.0,130.0,386,2.0,3.0,2008.0,11.0,2011.0,92.0,237.0,1604.0,1.0,1.0,1.0,1.0,2.0,1.0,140.0,89.0,243.0,120.0,0.0,,0.0,1.0,0,0.0,6.0,7729.0,100.0,0.0,0.0,0.0,0.0,1.0,63.0
62,Macedonia,Europe,291.0,,,,,Ali Ahmeti,Ali Ahmeti,Ali,Ahmeti,,,Macedonia vs UCK,National Liberation Army,UCK,,Male,1959.0,,0.0,"Zajas, Macedonia, Kicevo district of Western Macedonia",42.0,42.0,Unclear,0.0,Obtained Bachelor's,Philosophy,Philosophy,,0.0,0.0,1.0,,0.0,Islam,,1.0,0.0,0.0,Activist,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,,Albanian,0.0,0.0,Complete,604,2001.0-2001.0,1.0,1101,1.0,1.0,2001.0,8.0,2001.0,223.0,341.0,1204.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,4.0,5652.0,343.0,0.0,0.0,1.0,0.0,0.0,42.0
63,Uganda,Sub-Saharan Africa,464.0,,,,,Ali Bamuze,Ali Bamuze,Ali,Bamuze,,,Uganda vs UNRF II,,,,Male,1946.0,2015.0,1.0,,50.0,51.0,Founded/Co-founded,0.0,,,,,,,1.0,999.0,1.0,Islam,,,,,,1.0,1.0,,,1.0,,,,,,,,,,Disease/natural causes,,,,Incomplete,21,1997.0-2002.0,1.0,1817,1.0,8.0,1997.0,12.0,2002.0,118.0,431.0,1339.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-1.0,936.0,500.0,1.0,0.0,0.0,0.0,0.0,56.0
64,Djibouti,Sub-Saharan Africa,123.0,,,,,Ali Mohamed Daoud,Ali Mohamed Daoud,Ali,Daoud,,,Djibouti vs FRUD,Front for the Restoration of Unity and Democracy,FRUD,,Male,1950.0,,0.0,Djibouti,44.0,44.0,Appointed/Designated,0.0,Obtained Bachelor's,Health Services,Medicine,,0.0,1.0,0.0,,0.0,Islam,,1.0,0.0,0.0,Medicine,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Bachelor's,France,0.0,0.0,1.0,0.0,0.0,,"Afar, French",0.0,0.0,Complete,500,1994.0-1994.0,4.0,480,2.0,9.0,1994.0,12.0,1994.0,184.0,43.0,1382.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-4.0,2037.0,522.0,1.0,0.0,0.0,0.0,0.0,44.0
