leadercode,rolecode,professionaltitle,militaryrank,culturaltitle,religioustitle,fullbirthname,popularname,nameone,nametwo,nomdeguerrekunya,alsoknownasaka,stname,confdesc,groupname,altname,revmodcode,gender,yearofbirth,yearofdeath,dead,placeofbirth,leadershipage,dynamicage,entrymethod,powersharing,education,areaofstudy,cat_areaofstudy1,cat_areaofstudy2,educusuk,educwest,married,marriageage,children,religion,family,affiliation,physical,mental,occupation,military,nsmilitary,combat,govpost,exile,studyab,studyab_yr_total,studyab_level,studyab_countries,milab,workab,expabroad,prison,assassin,deathcause,languages,english,polyglot,status,gscholar,year,duration,observation,ldrnum,ldrstwar_month,ldrstwar_year,ldrendwar_month,ldrendwar_year,conflictid,dyadid,actorid,incompatibility,intensitylevel,terrcont,prevactive,rebstrength,strengthcent,k_a,km_a,t_a,tm_a,diaspora,finance,nagtheo,nag_support,islamist,stdcinc,xpolity,rgdppc,ccode,africa,asia,europe,mena,americas,last_dynamicage
29,347.0,none,none,none,none,Abu Mohammed Abubakar bin Mohammad al-Sheikawi,Abubakr Shekau,Abubakr,Shekau,Abubakr Shekau,Darul Akeem wa Zamunda Tawheed,Nigeria,Nigeria vs Boko Haram,Boko Haram/Jama'at Ahl as-Sunnah lid-Da'awa wal-Jihad/Wilayat Gharb Afriqiyah,Boko Haram,122.0,Male,NaN,NaN,0.0,"Shekau, Nigeria",NaN,NaN,Appointed/Designated,0.0,Obtained Bachelor's,Theology,Religion,none,0.0,0.0,1.0,NaN,1.0,Islam,NaN,0.0,0.0,1.0,Religion,0.0,1.0,1.0,NaN,NaN,0.0,0.0,none,none,1.0,0.0,NaN,0.0,0.0,none,"Hausa, Kanuri, Arabic",0.0,0.0,Complete,1090,2010.0-2011.0,5.0,1309,3.0,7.0,2010.0,12.0,2011.0,100.0,793.0,1935.0,1.0,1.0,0.0,0.0,1.0,2.0,266.0,239.0,77.0,53.0,NaN,NaN,1.0,0.0,1,0.0,4.0,1982.0,475.0,1.0,0.0,0.0,0.0,0.0,NaN
30,383.0,none,none,none,none,Abulfaz Eltjibey,Abulfaz Eltjibey,Abulfaz,Eltjibey,Abulfaz Oedirqulu Aliyev,none,Russia,Russia vs APF,APF,none,NaN,Male,1938.0,2000.0,1.0,"Keleki, Azerbaijan (Former USSR)",51.0,52.0,Elected,0.0,Obtained Doctorate,"Oriental Studies, Poetry",Other,none,0.0,0.0,1.0,NaN,1.0,Islam,NaN,1.0,0.0,0.0,Education,0.0,0.0,0.0,0.0,0.0,1.0,5.0,Doctorate,Egypt,0.0,1.0,2.0,1.0,0.0,Disease/natural causes,"Arabic, Russian, Azerbaijani",0.0,0.0,Complete,620,1990.0-1990.0,1.0,1463,1.0,1.0,1990.0,1.0,1990.0,182.0,373.0,1174.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,3.0,19603.0,365.0,0.0,0.0,1.0,0.0,0.0,52.0
31,206.0,none,none,none,none,Achamba Singh,Achamba,Achamba,Singh,Achamba,Meisnam Biren; Meisnam Biren; Oja Biren; Chamba Luwang,India,India vs PREPAK,People's Revolutionary Party of Kangleipak,none,NaN,Male,NaN,NaN,NaN,NaN,NaN,NaN,Unclear,0.0,none,none,none,none,NaN,NaN,NaN,NaN,NaN,Hinduism,NaN,NaN,NaN,NaN,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,Incomplete,11,2008.0-2009.0,3.0,813,1.0,1.0,2008.0,12.0,2009.0,152.0,766.0,1161.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,NaN,0.0,0.0,0,3.0,7.0,3228.0,750.0,0.0,1.0,0.0,0.0,0.0,NaN
32,71.0,none,none,none,none,Acheikh ibn Oumar,Acheikh ibn Oumar,Acheikh,ibn Oumar,none,none,Chad,Chad vs CDR,Democratic Revolutionary Council,"CDR, GUNT",NaN,Male,1951.0,NaN,0.0,"Batha Region, Chad",31.0,36.0,"Appointed/Designated, Unclear",0.0,Obtained Bachelor's,Mathematics,Math,none,0.0,1.0,0.0,NaN,0.0,Islam,NaN,1.0,0.0,0.0,Activist,0.0,1.0,1.0,1.0,0.0,1.0,4.0,Bachelor's,France,0.0,0.0,1.0,0.0,0.0,none,"Arabic, French",0.0,0.0,Complete,64,1986.0-1987.0,5.0,318,1.0,1.0,1987.0,12.0,1986.0,91.0,664.0,1301.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-3.0,913.0,483.0,1.0,0.0,0.0,0.0,0.0,35.0
33,385.0,none,none,none,none,Adbul-Khalim Saydullayev,Adbul-Khalim Saydullayev,Adbul-Khalim,Saydullayev,none,none,Russia,Russia vs ChRI,Chechen Republic of Ichkeria,ChRI,NaN,Male,1967.0,2006.0,1.0,"Argun, Russia (Former USSR)",38.0,38.0,Appointed/Designated,0.0,Finished secondary,none,none,none,0.0,0.0,1.0,NaN,1.0,Islam,1.0,1.0,0.0,0.0,Religion,0.0,1.0,1.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,Assassinated by government,"Arabic, Chechen, Russian",0.0,0.0,Complete,37,2005.0-2006.0,15.0,1470,2.0,3.0,2005.0,6.0,2006.0,206.0,348.0,1195.0,0.0,1.0,1.0,1.0,2.0,1.0,21.0,21.0,2.0,2.0,0.0,0.0,0.0,0.0,0,1.0,4.0,13486.0,365.0,0.0,0.0,1.0,0.0,0.0,39.0
34,488.0,none,none,none,none,Adem Jashari,Adem Jashari,Adem,Jashari,none,none,Yugoslavia,Yugoslavia vs KLA (UCK),Ushria Çlirimatare Kosovës,Kosovo Liberation Army (KLA),88.0,Male,1955.0,1998.0,1.0,"Village of Donji Prekaz, Drenic Region of Kosovo, Serbia",38.0,43.0,Appointed/Designated,0.0,Finished secondary,none,none,none,0.0,0.0,1.0,999.0,1.0,Islam,0.0,1.0,0.0,0.0,Activist,0.0,1.0,1.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,Assassinated by government,Albanian,0.0,0.0,Complete,365,1998.0-1998.0,1.0,1885,1.0,3.0,1998.0,3.0,1998.0,218.0,295.0,1200.0,0.0,2.0,1.0,0.0,2.0,3.0,3.0,3.0,5.0,3.0,1.0,0.0,0.0,1.0,0,0.0,-4.0,6986.0,345.0,0.0,0.0,1.0,0.0,0.0,43.0
35,402.0,none,none,none,none,Aden Hashi Ayro,Aden Hashi Ayro,Aden,Ayro,Farah,none,Somalia,Somalia vs al-Shabaab,Harakat al-Shabaab al-Mujahedin (HSM),al-Shabaab,43.0,Male,1976.0,2008.0,1.0,NaN,NaN,32.0,Appointed/Designated,1.0,none,none,none,none,NaN,NaN,NaN,NaN,NaN,Islam,NaN,1.0,0.0,0.0,none,NaN,1.0,1.0,NaN,NaN,NaN,NaN,none,none,1.0,NaN,NaN,0.0,0.0,Assassinated by external state,none,NaN,NaN,Incomplete,323,2008.0-2008.0,1.0,1531,1.0,1.0,2008.0,5.0,2008.0,141.0,770.0,1578.0,1.0,2.0,1.0,1.0,3.0,2.0,16.0,12.0,8.0,6.0,0.0,NaN,1.0,1.0,1,0.0,-3.0,1353.0,520.0,1.0,0.0,0.0,0.0,0.0,32.0
36,444.0,none,none,none,Caliph,Adnan 'Uqla,Adnan 'Uqla,Adnan,Uqla,al-Caliph,none,Syria,Syria vs Fighting Vanguard,NaN,Fighting Vanguard,NaN,Male,1950.0,1982.0,1.0,"al-Qunaytireh, Syria",30.0,30.0,Seized power,1.0,Obtained Bachelor's,Civil Engineering,Engineering,none,0.0,0.0,NaN,NaN,NaN,Islam,0.0,1.0,0.0,0.0,Engineering,1.0,0.0,1.0,0.0,0.0,NaN,NaN,none,none,NaN,NaN,NaN,0.0,0.0,KIA,Arabic,0.0,0.0,Complete,336,1980.0-1982.0,9.0,1716,2.0,1.0,1980.0,2.0,1982.0,102.0,519.0,1111.0,1.0,2.0,1.0,0.0,2.0,NaN,87.0,80.0,17.0,11.0,0.0,0.0,1.0,1.0,1,0.0,-5.0,2171.0,652.0,0.0,0.0,0.0,1.0,0.0,32.0
37,339.0,none,none,none,none,Adolfo Calero,Adolfo Calero,Adolfo,Calero,none,none,Nicaragua,Nicaragua vs FDN/Contras,Contras/Fuerza Democrática Nicaragüense (FDN)/Resistencia Nicaragüense (RN),none,304.0,Male,1931.0,2012.0,1.0,Nicaragua,52.0,53.0,Seized power,0.0,Obtained Master's,Law,Law,none,1.0,1.0,1.0,26.0,1.0,Christianity,0.0,1.0,0.0,0.0,Business/entrepeneurship,0.0,0.0,0.0,0.0,1.0,1.0,7.0,Doctorate,United States of America,1.0,0.0,3.0,0.0,0.0,Disease/natural causes,"Spanish, English",1.0,0.0,Complete,1140,1984.0-1990.0,42.0,1296,2.0,2.0,1984.0,6.0,1990.0,140.0,231.0,1620.0,1.0,2.0,0.0,0.0,2.0,2.0,1040.0,742.0,274.0,123.0,0.0,1.0,0.0,1.0,0,0.0,5.0,2100.0,93.0,0.0,0.0,0.0,0.0,1.0,59.0
38,130.0,none,none,none,none,Adolphe Onusumba,Adolphe Onusumba,Adolphe,Onusumba,none,none,Democratic Republic of Congo,DRC vs RCD,Rally for Congolese Democracy,none,NaN,Male,NaN,NaN,NaN,NaN,NaN,NaN,Unclear,0.0,none,none,none,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,0.0,NaN,none,none,NaN,NaN,Incomplete,110,2000.0-2001.0,7.0,500,3.0,10.0,2000.0,12.0,2001.0,86.0,40.0,1270.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,-5.0,203.0,490.0,1.0,0.0,0.0,0.0,0.0,NaN
39,91.0,none,none,none,none,Adoum Yacoub,Adoum Yacoub,Adoum,Yacoub,none,none,Chad,Chad vs PFNR,Popular Front for National Rebirth (FPRN),none,NaN,Male,NaN,NaN,NaN,NaN,NaN,NaN,Founded/Co-founded,NaN,none,none,none,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,1.0,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,Incomplete,33,2010.0-2010.0,1.0,336,1.0,4.0,2010.0,4.0,2010.0,91.0,807.0,1997.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,NaN,NaN,0.0,1.0,0,0.0,-2.0,1721.0,483.0,1.0,0.0,0.0,0.0,0.0,NaN
40,303.0,none,none,none,none,Afonso Dhlakama,Afonso Dhlakama,Afonso,Dhlakama,none,none,Mozambique,Mozambique vs RENAMO,Mozambique National Resistance Movement (RENAMO),RENAMO,42.0,Male,1953.0,2018.0,1.0,Chiba Bava in Sofala Province,26.0,26.0,Seized power,0.0,Obtained Bachelor's,Business,Business,none,0.0,0.0,1.0,27.0,1.0,Christianity,1.0,1.0,0.0,0.0,Career politician,1.0,1.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,Disease/natural causes,"Shona, Portuguese",0.0,0.0,Complete,1100,1979.0-1992.0,133.0,1142,2.0,11.0,1979.0,10.0,1992.0,136.0,99.0,1347.0,1.0,2.0,1.0,0.0,3.0,2.0,1789.0,1433.0,151.0,99.0,1.0,1.0,0.0,1.0,0,0.0,-3.0,307.0,541.0,1.0,0.0,0.0,0.0,0.0,39.0
41,56.0,none,none,none,none,Agathon Rwasa,Agathon Rwasa,Agathon,Rwasa,none,none,Burundi,Burundi vs Palipehutu-FNL,Palipehutu-FNL,none,NaN,Male,1964.0,NaN,0.0,"Ngozi Province, Burundi",37.0,37.0,Unclear,0.0,Obtained Bachelor's,Psychology,Science,none,0.0,0.0,1.0,NaN,0.0,Christianity,0.0,1.0,0.0,0.0,Activist,0.0,1.0,0.0,0.0,1.0,0.0,0.0,none,none,0.0,0.0,1.0,0.0,0.0,none,Kirundi,0.0,0.0,Complete,314,2001.0-2008.0,68.0,231,2.0,2.0,2001.0,12.0,2008.0,90.0,15.0,1278.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0.0,5.0,576.0,516.0,1.0,0.0,0.0,0.0,0.0,44.0
42,344.0,none,none,none,none,Aghali Alambo,Aghali Alambo,Aghali,Alambo,none,none,Niger,Niger vs MNJ,Niger Movement for Justice,none,NaN,Male,1964.0,NaN,NaN,"Iferouane, Niger",43.0,43.0,none,NaN,none,none,none,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,none,NaN,1.0,NaN,NaN,0.0,NaN,NaN,none,none,NaN,NaN,NaN,0.0,NaN,none,Tamashek,0.0,0.0,Incomplete,50,2007.0-2008.0,3.0,1305,1.0,1.0,2007.0,12.0,2008.0,255.0,749.0,1416.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,NaN,0.0,0.0,0,0.0,5.0,533.0,436.0,1.0,0.0,0.0,0.0,0.0,44.0
43,122.0,none,none,none,none,Ahmad Dini Ahmad,Ahmad Dini Ahmad,Ahmad,Ahmad,none,none,Djibouti,Djibouti vs FRUD,NaN,none,NaN,Male,1930.0,2004.0,1.0,"Mabla Mountain Area, North of Obock, Afar, Djibouti",61.0,61.0,Appointed/Designated,0.0,Finished primary,none,none,none,0.0,0.0,NaN,NaN,NaN,Islam,NaN,1.0,0.0,0.0,Career politician,0.0,1.0,0.0,1.0,0.0,0.0,0.0,none,none,0.0,1.0,1.0,1.0,0.0,Disease/natural causes,"Afar, Arabic, French",0.0,0.0,Complete,267,1991.0-2000.0,16.0,484,1.0,11.0,1991.0,2.0,2000.0,184.0,43.0,1382.0,1.0,1.0,1.0,1.0,2.0,2.0,60.0,60.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0.0,1.0,1846.0,522.0,1.0,0.0,0.0,0.0,0.0,70.0
44,241.0,none,none,none,none,Ahmad Fadeel al-Nazal al-Khalayleh,Abu Musab al-Zarqawi,Abu Musab,al-Zarqawi,Abu Musab al-Zarqawi,none,Iraq,Iraq vs ISI,al-Tawhid wal-Jihad/Tanzim Qaidat al-Jihad fi Bilad al-Rafidayn/Majlis Shura al-Mujahedin fil-'Iraq,Organization of Monotheism and Jihad/al-Qaeda in Iraq (AQI)/Mujahedin Shura Council (MSC),10.0,Male,1966.0,2006.0,1.0,"Al-Zarqa, Jordan",33.0,38.0,Founded/Co-founded,0.0,Finished primary,none,none,none,0.0,0.0,1.0,23.0,1.0,Islam,0.0,1.0,1.0,0.0,Other,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,1.0,1.0,0.0,Assassinated by external state,"Pushto, Arabic",0.0,0.0,Complete,6150,2004.0-2006.0,4.0,958,1.0,1.0,2004.0,6.0,2006.0,62.0,448.0,1076.0,1.0,2.0,1.0,1.0,1.0,2.0,871.0,698.0,42.0,20.0,0.0,0.0,1.0,0.0,0,0.0,-5.0,3540.0,645.0,0.0,0.0,0.0,1.0,0.0,40.0
45,15.0,none,none,none,none,Ahmad Shah Massoud,Ahmad Shah Massoud,Ahmad,Massoud,Sheyr Panjshir,none,Afghanistan,Afghanistan vs UIFSA,UIFSA,none,NaN,Male,1953.0,2001.0,1.0,"Jangalak Village, Panjshir Province, Afghanistan",43.0,43.0,Appointed/Designated,0.0,Obtained Bachelor's,none,Unknown,none,0.0,0.0,1.0,35.0,1.0,Islam,1.0,1.0,0.0,0.0,Activist,0.0,1.0,1.0,0.0,1.0,0.0,0.0,none,none,0.0,0.0,1.0,0.0,0.0,Assassinated by rival group,"Pashto, Dari, Urdu, French",0.0,1.0,Complete,7160,1996.0-2001.0,21.0,81,1.0,10.0,1996.0,9.0,2001.0,137.0,423.0,1147.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0.0,-3.0,702.0,700.0,0.0,1.0,0.0,0.0,0.0,48.0
46,403.0,none,none,none,Emir,Ahmed Abdi Godane,Ahmed Abdi Godane,Ahmed,Godane,Mukhtar Abu Zubair,none,Somalia,Somalia vs al-Shabaab,Harakat al-Shabaab al-Mujahedin (HSM),al-Shabaab,43.0,Male,1977.0,2014.0,1.0,"Hargeysa, Somaliland",30.0,31.0,Appointed/Designated,NaN,Finished secondary,none,none,none,0.0,0.0,NaN,NaN,NaN,Islam,NaN,1.0,0.0,0.0,Other,0.0,1.0,1.0,0.0,NaN,1.0,NaN,Bachelor's,"Pakistan, Sudan",1.0,NaN,NaN,1.0,0.0,Assassinated by external state,"Somali, likely Arabic",0.0,0.0,Complete,320,2008.0-2011.0,10.0,1535,2.0,5.0,2008.0,12.0,2011.0,141.0,770.0,1578.0,1.0,2.0,1.0,1.0,3.0,2.0,259.0,230.0,147.0,74.0,0.0,NaN,1.0,1.0,1,0.0,-3.0,1267.0,520.0,1.0,0.0,0.0,0.0,0.0,34.0
47,18.0,none,none,none,none,Cherif Gousmi,Ahmed Abu Abdullah,Cherif,Gousmi,Ahmed Abu Abdullah,Sherif Ghousmi; Sharif al-Qawasmi,Algeria,Algeria vs GIA,Group Islamique Armé (GIA),Armed Islamic Group,34.0,Male,1968.0,1994.0,1.0,NaN,26.0,26.0,Appointed/Designated,0.0,none,none,none,none,NaN,NaN,NaN,NaN,NaN,Islam,0.0,1.0,0.0,0.0,Religion,NaN,1.0,1.0,0.0,0.0,NaN,NaN,none,none,NaN,NaN,NaN,0.0,0.0,Assassinated by government,none,NaN,NaN,Incomplete,8990,1994.0-1994.0,2.0,84,3.0,2.0,1994.0,9.0,1994.0,191.0,3.0,1390.0,1.0,1.0,0.0,0.0,1.0,1.0,17.0,5.0,9.0,3.0,1.0,0.0,1.0,1.0,1,0.0,-3.0,3604.0,615.0,0.0,0.0,0.0,1.0,0.0,26.0
48,435.0,none,none,none,none,Ahmed Diraige,Ahmed Diraige,Ahmed,Diraige,none,none,Sudan,Sudan vs NRF,National Redemption Front,NRF,NaN,Male,1935.0,NaN,0.0,Sudan,71.0,71.0,Elected,0.0,Finished secondary,none,none,none,0.0,0.0,0.0,NaN,0.0,Islam,1.0,1.0,0.0,0.0,Career politician,0.0,1.0,0.0,1.0,1.0,0.0,0.0,none,none,0.0,1.0,2.0,1.0,0.0,none,"Fur, English",1.0,0.0,Complete,133,2006.0-2006.0,1.0,1672,1.0,7.0,2006.0,12.0,2006.0,113.0,630.0,1317.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-2.0,2135.0,625.0,0.0,0.0,0.0,1.0,0.0,71.0
49,258.0,none,none,none,none,Ahmed Jibril,Ahmed Jibril,Ahmed,Jibril,none,none,Israel,Israel vs PFLP-GC,al-Jabha al-Sha'biyye li-Tahrir Filastin-al-Qaedat al-'Aama,Popular Front for the Liberation of Palestine-General Command (PFLP-GC),151.0,Male,1938.0,NaN,0.0,"Yazur, British Mandatory Palestine",30.0,51.0,Founded/Co-founded,0.0,Obtained Bachelor's,Military Studies,Military,none,0.0,0.0,1.0,NaN,1.0,Islam,0.0,1.0,0.0,0.0,Military,1.0,1.0,NaN,0.0,0.0,1.0,4.0,Bachelor's,Egypt,1.0,1.0,3.0,1.0,0.0,none,Arabic,0.0,0.0,Complete,2340,1989.0-1989.0,1.0,1024,1.0,1.0,1989.0,12.0,1989.0,37.0,428.0,1048.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,17591.0,666.0,0.0,0.0,0.0,1.0,0.0,51.0
50,452.0,none,none,none,none,Ahmed Mergheni,Ahmed Mergheni,Ahmed,Mergheni,none,none,Tunisia,Tunisia vs RAT,"Tunisian Armed Resistance, Résistance Armée Tunisienne",none,NaN,Male,1941.0,NaN,NaN,Zarzis in the South-East of Tunisia,38.0,39.0,Appointed/Designated,0.0,Finished primary,none,none,none,0.0,0.0,0.0,NaN,0.0,Islam,NaN,1.0,0.0,0.0,Laborer,0.0,1.0,1.0,0.0,0.0,0.0,0.0,none,none,1.0,0.0,1.0,1.0,0.0,none,"Arabic, French",0.0,0.0,Complete,7,1980.0-1980.0,1.0,1738,1.0,1.0,1980.0,1.0,1980.0,148.0,551.0,1362.0,1.0,1.0,0.0,0.0,2.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-5.0,3935.0,616.0,0.0,0.0,0.0,1.0,0.0,39.0
51,410.0,none,none,none,none,Ahmed Mohamed Silanyo,Ahmed Silanyo,Ahmed,Silanyo,none,none,Somalia,Somalia vs SNM,Somali National Movement,none,NaN,Male,1936.0,NaN,0.0,"Dheryelay, Somalia",48.0,48.0,Elected,0.0,Obtained Master's,Economics,Economics,none,1.0,1.0,1.0,32.0,1.0,Islam,0.0,1.0,0.0,0.0,Career politician,0.0,0.0,0.0,1.0,1.0,1.0,7.0,Master's,United Kingdom,0.0,0.0,2.0,0.0,0.0,none,"Somali, Arabic",0.0,0.0,Complete,159,1984.0-1990.0,35.0,1553,3.0,8.0,1984.0,4.0,1990.0,141.0,207.0,1350.0,1.0,2.0,1.0,0.0,2.0,3.0,30.0,30.0,4.0,3.0,0.0,1.0,0.0,1.0,0,0.0,-3.0,1496.0,520.0,1.0,0.0,0.0,0.0,0.0,54.0
52,141.0,none,none,none,none,Ahmed Nasser,Ahmed Nasser,Ahmed,Nasser,none,none,Ethiopia,Ethiopia vs ELF,Eritrean Liberation Front,none,110.0,Male,1946.0,2014.0,1.0,"Ayromale, Plains of Dioot of Eastern Akkele-Guzai, Eritrea",29.0,29.0,Elected,0.0,Obtained Bachelor's,"Military Studies, Specialization Artillery ",Military,none,0.0,0.0,NaN,NaN,1.0,Islam,NaN,1.0,0.0,0.0,Activist,0.0,1.0,1.0,0.0,NaN,1.0,4.0,Bachelor's,Iraq,1.0,NaN,NaN,0.0,0.0,Disease/natural causes,"Saho, Tigre, Tigrinya, Arabic, English, Amharic",1.0,1.0,Complete,5670,1975.0-1980.0,21.0,544,2.0,1.0,1975.0,12.0,1980.0,78.0,667.0,1260.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0,0.0,-3.0,631.0,530.0,1.0,0.0,0.0,0.0,0.0,34.0
53,412.0,none,none,none,none,Ahmed Omar Jess,Ahmed Jess,Ahmed,Jess,none,none,Somalia,Somalia vs SPM,NaN,none,NaN,Male,NaN,NaN,NaN,NaN,NaN,NaN,Founded/Co-founded,0.0,none,none,none,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Military,1.0,NaN,1.0,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,Incomplete,926,1989.0-1991.0,6.0,1557,1.0,1.0,1989.0,12.0,1991.0,141.0,208.0,1351.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,-3.0,1392.0,520.0,1.0,0.0,0.0,0.0,0.0,NaN
54,255.0,Secretary General,Secretary General,none,none,Ahmed Sa'adat,Ahmed Sa'adat,Ahmed,Sa'adat,Abu Ghassan,none,Israel,Israel vs PFLP,al-Jabha al-Sha'biyye li-Tahrir Filastin/PFLP Special Operations Group,Popular Front for the Liberation of Palestine (PFLP),49.0,Male,1953.0,NaN,0.0,"Al-Bireh, Jordanian-Controlled West Bank",48.0,48.0,Elected,0.0,Obtained Bachelor's,Mathematics,Math,none,0.0,0.0,1.0,28.0,1.0,Islam,0.0,1.0,1.0,0.0,Education,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,1.0,0.0,none,Arabic,0.0,0.0,Complete,12600,2001.0-2001.0,1.0,1021,2.0,8.0,2001.0,12.0,2001.0,37.0,419.0,1047.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,8.0,5.0,0.0,0.0,0.0,1.0,0,0.0,6.0,26328.0,666.0,0.0,0.0,0.0,1.0,0.0,48.0
56,250.0,none,none,Sheik,none,Ahmed Ismail Hassan Yassin,Ahmed Yassin,Ahmed,Yassin,none,none,Israel,Israel vs Hamas,Harakat al-Muqawama al-Islamiyya (HAMAS),Islamic Resistance Movement (Hamas),531.0,Male,1936.0,2004.0,1.0,"Al-Jura, Gaza, Mandatory Palestine",51.0,57.0,Founded/Co-founded,0.0,Finished secondary,Islamic Studies,Religion,none,0.0,0.0,1.0,NaN,1.0,Islam,0.0,1.0,1.0,0.0,Education,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Bachelor's,Egypt,0.0,0.0,1.0,1.0,0.0,Assassinated by government,Arabic,0.0,0.0,Complete,10200,1993.0-2004.0,13.0,2002,1.0,9.0,1993.0,3.0,2004.0,37.0,381.0,1051.0,0.0,1.0,0.0,1.0,1.0,2.0,422.0,354.0,100.0,88.0,0.0,0.0,1.0,1.0,1,0.0,6.0,23810.0,666.0,0.0,0.0,0.0,1.0,0.0,68.0
57,375.0,Chief Minister,none,none,none,Ahod Balawag Ebrahim,al-Hajj Murad Ibrahim,Murad,Ibrahim,al-Hajj Murad Ibrahim,none,Philippines,Philippines vs MILF,Moro Islamic Liberation Front (MILF)/The New Leadership,MILF,510.0,Male,1948.0,NaN,0.0,"Western Mindanao Province of Maguindanao, Philippines",54.0,55.0,Appointed/Designated,0.0,Finished secondary,Koran,Religion,none,0.0,0.0,1.0,27.0,1.0,Islam,0.0,1.0,0.0,0.0,Activist,0.0,1.0,1.0,0.0,0.0,0.0,0.0,none,none,1.0,0.0,1.0,0.0,0.0,none,"Maguindano, English",1.0,0.0,Complete,422,2003.0-2012.0,126.0,1426,2.0,7.0,2003.0,10.0,2012.0,112.0,242.0,1118.0,0.0,1.0,0.0,1.0,2.0,2.0,244.0,226.0,148.0,95.0,0.0,1.0,1.0,0.0,1,0.0,6.0,3487.0,840.0,0.0,1.0,0.0,0.0,0.0,64.0
58,79.0,none,none,none,none,Alarit Bachar,Alarit Bachar,Alarit,Bachar,none,none,Chad,Chad vs FNT,NaN,none,NaN,Male,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,none,none,none,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,Incomplete,0,1992.0-1994.0,6.0,315,1.0,12.0,1992.0,10.0,1994.0,91.0,24.0,1296.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-2.0,1017.0,483.0,1.0,0.0,0.0,0.0,0.0,NaN
